kind,srg_name,owner,descriptor,hint_vanilla_name,MITE_candidates_same_desc,called_by
method,func_76065_j,net/minecraft/world/storage/WorldInfo,()Ljava/lang/String;,getWorldName,net/minecraft/world/storage/WorldInfo::getWorldName | net/minecraft/world/storage/WorldInfo::getGeneratorOptions | net/minecraft/world/storage/WorldInfo::getIsNotValidReason,"com/sk89q/worldedit/forge/ForgePlatform, com/sk89q/worldedit/forge/ForgeWorld"
method,func_76159_d,net/minecraft/util/LongHashMap,(J)Ljava/lang/Object;,getTagOfType,net/minecraft/util/LongHashMap::getValueByKey | net/minecraft/util/LongHashMap::remove,com/sk89q/worldedit/forge/ForgeWorld
method,func_76592_a,net/minecraft/world/chunk/Chunk,(IIIII)Z,getPath,(none in MITE chain),com/sk89q/worldedit/forge/ForgeWorld
method,func_76610_a,net/minecraft/world/chunk/Chunk,(III)I,setBiomeArray,net/minecraft/world/chunk/Chunk::calcHeightMapValue | net/minecraft/world/chunk/Chunk::getBlockLightOpacity | net/minecraft/world/chunk/Chunk::getBlockID | net/minecraft/world/chunk/Chunk::getBlockMetadata | net/minecraft/world/chunk/Chunk::getSavedSkylightValue | net/minecraft/world/chunk/Chunk::getSavedBlocklightValue | net/minecraft/world/chunk/Chunk::getSavedSkylightValueForNonEmptyChunk | net/minecraft/world/chunk/Chunk::getSavedBlocklightValueForNonEmptyChunk,com/sk89q/worldedit/forge/ForgeWorld
method,func_76623_d,net/minecraft/world/chunk/Chunk,()V,removeChunk,net/minecraft/world/chunk/Chunk::propagateSkylightOcclusion | net/minecraft/world/chunk/Chunk::onChunkLoad | net/minecraft/world/chunk/Chunk::onChunkUnload | net/minecraft/world/chunk/Chunk::setChunkModified | net/minecraft/world/chunk/Chunk::resetRelightChecks | net/minecraft/world/chunk/Chunk::recalculateSkylightBottoms | net/minecraft/world/chunk/Chunk::setHadNaturallyOccurringMycelium,com/sk89q/worldedit/forge/ForgeWorld
method,func_76631_c,net/minecraft/world/chunk/Chunk,()V,saveChunk,net/minecraft/world/chunk/Chunk::propagateSkylightOcclusion | net/minecraft/world/chunk/Chunk::onChunkLoad | net/minecraft/world/chunk/Chunk::onChunkUnload | net/minecraft/world/chunk/Chunk::setChunkModified | net/minecraft/world/chunk/Chunk::resetRelightChecks | net/minecraft/world/chunk/Chunk::recalculateSkylightBottoms | net/minecraft/world/chunk/Chunk::setHadNaturallyOccurringMycelium,com/sk89q/worldedit/forge/ForgeWorld
method,func_77658_a,net/minecraft/item/Item,()Ljava/lang/String;,getUnlocalizedName,net/minecraft/item/Item::getUnlocalizedName | net/minecraft/item/Item::getStatName | net/minecraft/item/Item::getPotionEffect | net/minecraft/item/Item::getItemDisplayName | net/minecraft/item/Item::toString | net/minecraft/item/Item::getNameForReferenceFile | net/minecraft/item/Item::getIconString,com/sk89q/worldedit/forge/ForgePlatform
method,func_94056_bM,net/minecraft/entity/EntityLiving,()Z,hasCustomNameTag,net/minecraft/entity/EntityLiving::hasEquipment | net/minecraft/entity/EntityLiving::isAIEnabled | net/minecraft/entity/EntityLiving::isConsideredInViewOfAnyPlayerForDespawningPurposes | net/minecraft/entity/EntityLiving::canDespawn | net/minecraft/entity/EntityLiving::isPreventedFromSwimmingDueToParalyzation | net/minecraft/entity/EntityLiving::canSpawnOnLeaves | net/minecraft/entity/EntityLiving::canBeSteered | net/minecraft/entity/EntityLiving::hasCustomNameTag | net/minecraft/entity/EntityLiving::getAlwaysRenderNameTag | net/minecraft/entity/EntityLiving::getAlwaysRenderNameTagForRender | net/minecraft/entity/EntityLiving::canPickUpLoot | net/minecraft/entity/EntityLiving::isNoDespawnRequired | net/minecraft/entity/EntityLiving::allowLeashing | net/minecraft/entity/EntityLiving::getLeashed | net/minecraft/entity/EntityLiving::canEat | net/minecraft/entity/EntityLiving::isNearLitTorch | net/minecraft/entity/EntityLiving::tryDisableNearbyLightSource | net/minecraft/entity/EntityLiving::isSpooked | net/minecraft/entity/EntityLiving::isValidLightLevel | net/minecraft/entity/EntityLiving::isEntityInvulnerable | net/minecraft/entity/EntityLiving::isDecoy | net/minecraft/entity/EntityLiving::requiresLineOfSightToTargets | net/minecraft/entity/EntityLiving::catchesFireInSunlight | net/minecraft/entity/EntityLiving::isTargettingAPlayer | net/minecraft/entity/EntityLiving::isFrenzied | net/minecraft/entity/EntityLiving::isComfortableInLava | net/minecraft/entity/EntityLivingBase::canBreatheUnderwater | net/minecraft/entity/EntityLivingBase::breathesAir | net/minecraft/entity/EntityLivingBase::isChild | net/minecraft/entity/EntityLivingBase::hasActivePotionEffects | net/minecraft/entity/EntityLivingBase::isEntityUndead | net/minecraft/entity/EntityLivingBase::isEntityBiologicallyAlive | net/minecraft/entity/EntityLivingBase::canBePoisoned | net/minecraft/entity/EntityLivingBase::isArthropod | net/minecraft/entity/EntityLivingBase::hasFullHealth | net/minecraft/entity/EntityLivingBase::isOnLadder | net/minecraft/entity/EntityLivingBase::isEntityAlive | net/minecraft/entity/EntityLivingBase::isWearingArmor | net/minecraft/entity/EntityLivingBase::isWearingPumpkinHelmet | net/minecraft/entity/EntityLivingBase::hasHeldItem | net/minecraft/entity/EntityLivingBase::isMovementBlocked | net/minecraft/entity/EntityLivingBase::getAlwaysRenderNameTagForRender | net/minecraft/entity/EntityLivingBase::isAIEnabled | net/minecraft/entity/EntityLivingBase::inBed | net/minecraft/entity/EntityLivingBase::healsWithTime | net/minecraft/entity/EntityLivingBase::canBeCollidedWith | net/minecraft/entity/EntityLivingBase::canBePushed | net/minecraft/entity/EntityLivingBase::isBadlyWounded | net/minecraft/entity/EntityLivingBase::fleesWhenBadlyWounded | net/minecraft/entity/EntityLivingBase::considerFleeing | net/minecraft/entity/EntityLivingBase::considerStopFleeing | net/minecraft/entity/EntityLivingBase::canCatchFire | net/minecraft/entity/EntityLivingBase::isHarmedByFire | net/minecraft/entity/EntityLivingBase::isHarmedByLava | net/minecraft/entity/EntityLivingBase::isHarmedByPepsin | net/minecraft/entity/EntityLivingBase::isHoldingItemThatPreventsHandDamage | net/minecraft/entity/EntityLivingBase::isHarmedByDrowning | net/minecraft/entity/EntityLivingBase::canBeDamagedByCacti | net/minecraft/entity/EntityLivingBase::canTakeDamageFromThrownEggs | net/minecraft/entity/EntityLivingBase::canBeKnockedBack | net/minecraft/entity/EntityLivingBase::canOnlyPerformWeakStrike | net/minecraft/entity/EntityLivingBase::isInRain | net/minecraft/entity/EntityLivingBase::isInPrecipitation | net/minecraft/entity/Entity::isDecoy | net/minecraft/entity/Entity::isEntityPlayer | net/minecraft/entity/Entity::isEntityFX | net/minecraft/entity/Entity::isInFire | net/minecraft/entity/Entity::canTriggerWalking | net/minecraft/entity/Entity::canDouseFire | net/minecraft/entity/Entity::canCatchFire | net/minecraft/entity/Entity::isHarmedByFire | net/minecraft/entity/Entity::isHarmedByLava | net/minecraft/entity/Entity::isHarmedByPepsin | net/minecraft/entity/Entity::isHarmedByAcid | net/minecraft/entity/Entity::isWet | net/minecraft/entity/Entity::isInWater | net/minecraft/entity/Entity::handleWaterMovement | net/minecraft/entity/Entity::handleLavaMovement | net/minecraft/entity/Entity::isRepelledByCollisionWithPlayer | net/minecraft/entity/Entity::isCorporeal | net/minecraft/entity/Entity::canBeCollidedWith | net/minecraft/entity/Entity::canBePushed | net/minecraft/entity/Entity::isWrittenToChunkNBT | net/minecraft/entity/Entity::shouldSetPosAfterLoading | net/minecraft/entity/Entity::isEntityAlive | net/minecraft/entity/Entity::isEntityInsideOpaqueBlock | net/minecraft/entity/Entity::isSilverfishInsideDamagingOpaqueBlock | net/minecraft/entity/Entity::isBurning | net/minecraft/entity/Entity::isRiding | net/minecraft/entity/Entity::isSneaking | net/minecraft/entity/Entity::isSprinting | net/minecraft/entity/Entity::isInvisible | net/minecraft/entity/Entity::isEating | net/minecraft/entity/Entity::canAttackWithItem | net/minecraft/entity/Entity::isEntityUndead | net/minecraft/entity/Entity::isEntityInvulnerable | net/minecraft/entity/Entity::doesEntityNotTriggerPressurePlate | net/minecraft/entity/Entity::canRenderOnFire | net/minecraft/entity/Entity::isExpectedToHaveUUID | net/minecraft/entity/Entity::isPushedByWater | net/minecraft/entity/Entity::hasSkyAbove | net/minecraft/entity/Entity::isOutdoors | net/minecraft/entity/Entity::isInSunlight | net/minecraft/entity/Entity::isInRain | net/minecraft/entity/Entity::isInPrecipitation | net/minecraft/entity/Entity::isSuspendedInLiquid | net/minecraft/entity/Entity::isImmuneToExplosion | net/minecraft/entity/Entity::spawnFragParticles | net/minecraft/entity/Entity::drawBackFaces | net/minecraft/entity/Entity::canBeDamagedByCacti | net/minecraft/entity/Entity::isEntityLivingBase | net/minecraft/entity/Entity::isEntityLiving | net/minecraft/entity/Entity::hasModelItem | net/minecraft/entity/Entity::onClient | net/minecraft/entity/Entity::onServer | net/minecraft/entity/Entity::doesYawHaveNorthComponent | net/minecraft/entity/Entity::doesYawHaveSouthComponent | net/minecraft/entity/Entity::doesYawHaveWestComponent | net/minecraft/entity/Entity::doesYawHaveEastComponent | net/minecraft/entity/Entity::isWithinTournamentSafeZone | net/minecraft/entity/Entity::isZevimrgvInTournament | net/minecraft/entity/Entity::isArrow | net/minecraft/entity/Entity::isHarmedByDrowning | net/minecraft/entity/Entity::canBeKnockedBack | net/minecraft/entity/Entity::canTakeDamageFromPlayerThrownSnowballs | net/minecraft/entity/Entity::isAddedToAChunk | net/minecraft/entity/Entity::isUnderOpenSky | net/minecraft/entity/Entity::isPlayerInCreative | net/minecraft/entity/Entity::isInUnderworld | net/minecraft/entity/Entity::isInNether | net/minecraft/entity/Entity::isTrueAnimal | net/minecraft/entity/Entity::isAtCoordsInQuestion,com/sk89q/worldedit/forge/ForgeEntityType
method,func_96440_m,net/minecraft/world/World,(IIII)V,getEnableCommandBlocks,net/minecraft/world/World::notifyBlockChange | net/minecraft/world/World::notifyBlocksOfNeighborChange | net/minecraft/world/World::notifyBlockOfNeighborChange | net/minecraft/world/World::setSkylightValue | net/minecraft/world/World::setBlocklightValue | net/minecraft/world/World::placeNaturallyOccurringSnow,com/sk89q/worldedit/forge/ForgeWorld
method,func_96468_q_,net/minecraft/block/Block,()Z,isReplaceable,net/minecraft/block/Block::isTreeLeaves | net/minecraft/block/Block::renderAsNormalBlock | net/minecraft/block/Block::isWoodenPortal | net/minecraft/block/Block::getTickRandomly | net/minecraft/block/Block::hasTileEntity | net/minecraft/block/Block::isAlwaysOpaqueStandardFormCube | net/minecraft/block/Block::isNeverOpaqueStandardFormCube | net/minecraft/block/Block::isAlwaysStandardFormCube | net/minecraft/block/Block::isAlwaysSolid | net/minecraft/block/Block::isNeverSolid | net/minecraft/block/Block::isNeverStandardFormCube | net/minecraft/block/Block::isNeverSolidStandardFormCube | net/minecraft/block/Block::isAlwaysSolidStandardFormCube | net/minecraft/block/Block::isAlwaysSolidOpaqueStandardFormCube | net/minecraft/block/Block::isNeverSolidOpaqueStandardFormCube | net/minecraft/block/Block::neverHidesAdjacentFaces | net/minecraft/block/Block::isCollidable | net/minecraft/block/Block::canDropExperienceOrbs | net/minecraft/block/Block::isPortal | net/minecraft/block/Block::isAlwaysLegal | net/minecraft/block/Block::usesNewSandPhysics | net/minecraft/block/Block::isAlwaysReplaceable | net/minecraft/block/Block::canProvidePower | net/minecraft/block/Block::canBeCarried | net/minecraft/block/Block::getEnableStats | net/minecraft/block/Block::isFlowerPot | net/minecraft/block/Block::hasComparatorInputOverride | net/minecraft/block/Block::isLiquid | net/minecraft/block/Block::hasItemSubtypes | net/minecraft/block/Block::isSingleSlab | net/minecraft/block/Block::connectsWithFence | net/minecraft/block/Block::isWater,com/sk89q/worldedit/forge/ForgeWorld
field,field_70125_A,net/minecraft/entity/Entity,F,,net/minecraft/entity/Entity::rotationYaw | net/minecraft/entity/Entity::rotationPitch | net/minecraft/entity/Entity::prevRotationYaw | net/minecraft/entity/Entity::prevRotationPitch | net/minecraft/entity/Entity::yOffset | net/minecraft/entity/Entity::width | net/minecraft/entity/Entity::height | net/minecraft/entity/Entity::prevDistanceWalkedModified | net/minecraft/entity/Entity::distanceWalkedModified | net/minecraft/entity/Entity::distanceWalkedOnStepModified | net/minecraft/entity/Entity::fallDistance | net/minecraft/entity/Entity::ySize | net/minecraft/entity/Entity::stepHeight | net/minecraft/entity/Entity::entityCollisionReduction,com/sk89q/worldedit/forge/ForgeEntity
field,field_70125_A,net/minecraft/entity/player/EntityPlayerMP,F,,net/minecraft/entity/player/EntityPlayerMP::lastHealth | net/minecraft/entity/player/EntityPlayerMP::vision_dimming_on_client | net/minecraft/entity/player/EntityPlayer::prevCameraYaw | net/minecraft/entity/player/EntityPlayer::cameraYaw | net/minecraft/entity/player/EntityPlayer::speedOnGround | net/minecraft/entity/player/EntityPlayer::speedInAir | net/minecraft/entity/player/EntityPlayer::vision_dimming | net/minecraft/entity/player/EntityPlayer::y_offset_on_client_and_eye_height_on_server | net/minecraft/entity/EntityLivingBase::prevHealth | net/minecraft/entity/EntityLivingBase::attackedAtYaw | net/minecraft/entity/EntityLivingBase::prevSwingProgress | net/minecraft/entity/EntityLivingBase::swingProgress | net/minecraft/entity/EntityLivingBase::prevLimbSwingAmount | net/minecraft/entity/EntityLivingBase::limbSwingAmount | net/minecraft/entity/EntityLivingBase::limbSwing | net/minecraft/entity/EntityLivingBase::prevCameraPitch | net/minecraft/entity/EntityLivingBase::cameraPitch | net/minecraft/entity/EntityLivingBase::renderYawOffset | net/minecraft/entity/EntityLivingBase::prevRenderYawOffset | net/minecraft/entity/EntityLivingBase::rotationYawHead | net/minecraft/entity/EntityLivingBase::prevRotationYawHead | net/minecraft/entity/EntityLivingBase::jumpMovementFactor | net/minecraft/entity/EntityLivingBase::lastDamage | net/minecraft/entity/EntityLivingBase::moveStrafing | net/minecraft/entity/EntityLivingBase::moveForward | net/minecraft/entity/EntityLivingBase::randomYawVelocity | net/minecraft/entity/EntityLivingBase::landMovementFactor | net/minecraft/entity/Entity::rotationYaw | net/minecraft/entity/Entity::rotationPitch | net/minecraft/entity/Entity::prevRotationYaw | net/minecraft/entity/Entity::prevRotationPitch | net/minecraft/entity/Entity::yOffset | net/minecraft/entity/Entity::width | net/minecraft/entity/Entity::height | net/minecraft/entity/Entity::prevDistanceWalkedModified | net/minecraft/entity/Entity::distanceWalkedModified | net/minecraft/entity/Entity::distanceWalkedOnStepModified | net/minecraft/entity/Entity::fallDistance | net/minecraft/entity/Entity::ySize | net/minecraft/entity/Entity::stepHeight | net/minecraft/entity/Entity::entityCollisionReduction,com/sk89q/worldedit/forge/ForgePlayer
field,field_70161_v,net/minecraft/entity/Entity,D,,net/minecraft/entity/Entity::renderDistanceWeight | net/minecraft/entity/Entity::prevPosX | net/minecraft/entity/Entity::prevPosY | net/minecraft/entity/Entity::prevPosZ | net/minecraft/entity/Entity::posX | net/minecraft/entity/Entity::posY | net/minecraft/entity/Entity::posZ | net/minecraft/entity/Entity::motionX | net/minecraft/entity/Entity::motionY | net/minecraft/entity/Entity::motionZ | net/minecraft/entity/Entity::lastTickPosX | net/minecraft/entity/Entity::lastTickPosY | net/minecraft/entity/Entity::lastTickPosZ | net/minecraft/entity/Entity::entityRiderPitchDelta | net/minecraft/entity/Entity::entityRiderYawDelta,"com/sk89q/worldedit/forge/ForgeEntity, com/sk89q/worldedit/forge/ForgeWorld"
field,field_70161_v,net/minecraft/entity/player/EntityPlayerMP,D,,net/minecraft/entity/player/EntityPlayerMP::managedPosX | net/minecraft/entity/player/EntityPlayerMP::managedPosZ | net/minecraft/entity/player/EntityPlayerMP::pos_x_at_last_world_map_update | net/minecraft/entity/player/EntityPlayerMP::pos_z_at_last_world_map_update | net/minecraft/entity/player/EntityPlayerMP::last_received_motion_x | net/minecraft/entity/player/EntityPlayerMP::last_received_motion_z | net/minecraft/entity/player/EntityPlayer::pos_x_before_bed | net/minecraft/entity/player/EntityPlayer::pos_y_before_bed | net/minecraft/entity/player/EntityPlayer::pos_z_before_bed | net/minecraft/entity/player/EntityPlayer::block_placement_pos_x | net/minecraft/entity/player/EntityPlayer::block_placement_pos_y | net/minecraft/entity/player/EntityPlayer::block_placement_pos_z | net/minecraft/entity/EntityLivingBase::newPosX | net/minecraft/entity/EntityLivingBase::newPosY | net/minecraft/entity/EntityLivingBase::newPosZ | net/minecraft/entity/EntityLivingBase::newRotationYaw | net/minecraft/entity/EntityLivingBase::newRotationPitch | net/minecraft/entity/Entity::renderDistanceWeight | net/minecraft/entity/Entity::prevPosX | net/minecraft/entity/Entity::prevPosY | net/minecraft/entity/Entity::prevPosZ | net/minecraft/entity/Entity::posX | net/minecraft/entity/Entity::posY | net/minecraft/entity/Entity::posZ | net/minecraft/entity/Entity::motionX | net/minecraft/entity/Entity::motionY | net/minecraft/entity/Entity::motionZ | net/minecraft/entity/Entity::lastTickPosX | net/minecraft/entity/Entity::lastTickPosY | net/minecraft/entity/Entity::lastTickPosZ | net/minecraft/entity/Entity::entityRiderPitchDelta | net/minecraft/entity/Entity::entityRiderYawDelta,com/sk89q/worldedit/forge/ForgePlayer
field,field_70163_u,net/minecraft/entity/Entity,D,,net/minecraft/entity/Entity::renderDistanceWeight | net/minecraft/entity/Entity::prevPosX | net/minecraft/entity/Entity::prevPosY | net/minecraft/entity/Entity::prevPosZ | net/minecraft/entity/Entity::posX | net/minecraft/entity/Entity::posY | net/minecraft/entity/Entity::posZ | net/minecraft/entity/Entity::motionX | net/minecraft/entity/Entity::motionY | net/minecraft/entity/Entity::motionZ | net/minecraft/entity/Entity::lastTickPosX | net/minecraft/entity/Entity::lastTickPosY | net/minecraft/entity/Entity::lastTickPosZ | net/minecraft/entity/Entity::entityRiderPitchDelta | net/minecraft/entity/Entity::entityRiderYawDelta,"com/sk89q/worldedit/forge/ForgeEntity, com/sk89q/worldedit/forge/ForgeWorld"
field,field_70163_u,net/minecraft/entity/player/EntityPlayerMP,D,,net/minecraft/entity/player/EntityPlayerMP::managedPosX | net/minecraft/entity/player/EntityPlayerMP::managedPosZ | net/minecraft/entity/player/EntityPlayerMP::pos_x_at_last_world_map_update | net/minecraft/entity/player/EntityPlayerMP::pos_z_at_last_world_map_update | net/minecraft/entity/player/EntityPlayerMP::last_received_motion_x | net/minecraft/entity/player/EntityPlayerMP::last_received_motion_z | net/minecraft/entity/player/EntityPlayer::pos_x_before_bed | net/minecraft/entity/player/EntityPlayer::pos_y_before_bed | net/minecraft/entity/player/EntityPlayer::pos_z_before_bed | net/minecraft/entity/player/EntityPlayer::block_placement_pos_x | net/minecraft/entity/player/EntityPlayer::block_placement_pos_y | net/minecraft/entity/player/EntityPlayer::block_placement_pos_z | net/minecraft/entity/EntityLivingBase::newPosX | net/minecraft/entity/EntityLivingBase::newPosY | net/minecraft/entity/EntityLivingBase::newPosZ | net/minecraft/entity/EntityLivingBase::newRotationYaw | net/minecraft/entity/EntityLivingBase::newRotationPitch | net/minecraft/entity/Entity::renderDistanceWeight | net/minecraft/entity/Entity::prevPosX | net/minecraft/entity/Entity::prevPosY | net/minecraft/entity/Entity::prevPosZ | net/minecraft/entity/Entity::posX | net/minecraft/entity/Entity::posY | net/minecraft/entity/Entity::posZ | net/minecraft/entity/Entity::motionX | net/minecraft/entity/Entity::motionY | net/minecraft/entity/Entity::motionZ | net/minecraft/entity/Entity::lastTickPosX | net/minecraft/entity/Entity::lastTickPosY | net/minecraft/entity/Entity::lastTickPosZ | net/minecraft/entity/Entity::entityRiderPitchDelta | net/minecraft/entity/Entity::entityRiderYawDelta,com/sk89q/worldedit/forge/ForgePlayer
field,field_70165_t,net/minecraft/entity/Entity,D,,net/minecraft/entity/Entity::renderDistanceWeight | net/minecraft/entity/Entity::prevPosX | net/minecraft/entity/Entity::prevPosY | net/minecraft/entity/Entity::prevPosZ | net/minecraft/entity/Entity::posX | net/minecraft/entity/Entity::posY | net/minecraft/entity/Entity::posZ | net/minecraft/entity/Entity::motionX | net/minecraft/entity/Entity::motionY | net/minecraft/entity/Entity::motionZ | net/minecraft/entity/Entity::lastTickPosX | net/minecraft/entity/Entity::lastTickPosY | net/minecraft/entity/Entity::lastTickPosZ | net/minecraft/entity/Entity::entityRiderPitchDelta | net/minecraft/entity/Entity::entityRiderYawDelta,"com/sk89q/worldedit/forge/ForgeEntity, com/sk89q/worldedit/forge/ForgeWorld"
field,field_70165_t,net/minecraft/entity/player/EntityPlayerMP,D,,net/minecraft/entity/player/EntityPlayerMP::managedPosX | net/minecraft/entity/player/EntityPlayerMP::managedPosZ | net/minecraft/entity/player/EntityPlayerMP::pos_x_at_last_world_map_update | net/minecraft/entity/player/EntityPlayerMP::pos_z_at_last_world_map_update | net/minecraft/entity/player/EntityPlayerMP::last_received_motion_x | net/minecraft/entity/player/EntityPlayerMP::last_received_motion_z | net/minecraft/entity/player/EntityPlayer::pos_x_before_bed | net/minecraft/entity/player/EntityPlayer::pos_y_before_bed | net/minecraft/entity/player/EntityPlayer::pos_z_before_bed | net/minecraft/entity/player/EntityPlayer::block_placement_pos_x | net/minecraft/entity/player/EntityPlayer::block_placement_pos_y | net/minecraft/entity/player/EntityPlayer::block_placement_pos_z | net/minecraft/entity/EntityLivingBase::newPosX | net/minecraft/entity/EntityLivingBase::newPosY | net/minecraft/entity/EntityLivingBase::newPosZ | net/minecraft/entity/EntityLivingBase::newRotationYaw | net/minecraft/entity/EntityLivingBase::newRotationPitch | net/minecraft/entity/Entity::renderDistanceWeight | net/minecraft/entity/Entity::prevPosX | net/minecraft/entity/Entity::prevPosY | net/minecraft/entity/Entity::prevPosZ | net/minecraft/entity/Entity::posX | net/minecraft/entity/Entity::posY | net/minecraft/entity/Entity::posZ | net/minecraft/entity/Entity::motionX | net/minecraft/entity/Entity::motionY | net/minecraft/entity/Entity::motionZ | net/minecraft/entity/Entity::lastTickPosX | net/minecraft/entity/Entity::lastTickPosY | net/minecraft/entity/Entity::lastTickPosZ | net/minecraft/entity/Entity::entityRiderPitchDelta | net/minecraft/entity/Entity::entityRiderYawDelta,com/sk89q/worldedit/forge/ForgePlayer
field,field_70170_p,net/minecraft/entity/Entity,Lnet/minecraft/world/World;,,net/minecraft/entity/Entity::worldObj,"com/sk89q/worldedit/forge/ForgeEntity, com/sk89q/worldedit/forge/ForgeWorldEdit"
field,field_70170_p,net/minecraft/entity/player/EntityPlayer,Lnet/minecraft/world/World;,,net/minecraft/entity/player/EntityPlayer::block_placement_world | net/minecraft/entity/Entity::worldObj,com/sk89q/worldedit/forge/ForgeWorldEdit
field,field_70170_p,net/minecraft/entity/player/EntityPlayerMP,Lnet/minecraft/world/World;,,net/minecraft/entity/player/EntityPlayer::block_placement_world | net/minecraft/entity/Entity::worldObj,"com/sk89q/worldedit/forge/ForgePlayer, com/sk89q/worldedit/forge/ForgeWorldEdit"
field,field_70177_z,net/minecraft/entity/Entity,F,,net/minecraft/entity/Entity::rotationYaw | net/minecraft/entity/Entity::rotationPitch | net/minecraft/entity/Entity::prevRotationYaw | net/minecraft/entity/Entity::prevRotationPitch | net/minecraft/entity/Entity::yOffset | net/minecraft/entity/Entity::width | net/minecraft/entity/Entity::height | net/minecraft/entity/Entity::prevDistanceWalkedModified | net/minecraft/entity/Entity::distanceWalkedModified | net/minecraft/entity/Entity::distanceWalkedOnStepModified | net/minecraft/entity/Entity::fallDistance | net/minecraft/entity/Entity::ySize | net/minecraft/entity/Entity::stepHeight | net/minecraft/entity/Entity::entityCollisionReduction,com/sk89q/worldedit/forge/ForgeEntity
field,field_70177_z,net/minecraft/entity/player/EntityPlayerMP,F,,net/minecraft/entity/player/EntityPlayerMP::lastHealth | net/minecraft/entity/player/EntityPlayerMP::vision_dimming_on_client | net/minecraft/entity/player/EntityPlayer::prevCameraYaw | net/minecraft/entity/player/EntityPlayer::cameraYaw | net/minecraft/entity/player/EntityPlayer::speedOnGround | net/minecraft/entity/player/EntityPlayer::speedInAir | net/minecraft/entity/player/EntityPlayer::vision_dimming | net/minecraft/entity/player/EntityPlayer::y_offset_on_client_and_eye_height_on_server | net/minecraft/entity/EntityLivingBase::prevHealth | net/minecraft/entity/EntityLivingBase::attackedAtYaw | net/minecraft/entity/EntityLivingBase::prevSwingProgress | net/minecraft/entity/EntityLivingBase::swingProgress | net/minecraft/entity/EntityLivingBase::prevLimbSwingAmount | net/minecraft/entity/EntityLivingBase::limbSwingAmount | net/minecraft/entity/EntityLivingBase::limbSwing | net/minecraft/entity/EntityLivingBase::prevCameraPitch | net/minecraft/entity/EntityLivingBase::cameraPitch | net/minecraft/entity/EntityLivingBase::renderYawOffset | net/minecraft/entity/EntityLivingBase::prevRenderYawOffset | net/minecraft/entity/EntityLivingBase::rotationYawHead | net/minecraft/entity/EntityLivingBase::prevRotationYawHead | net/minecraft/entity/EntityLivingBase::jumpMovementFactor | net/minecraft/entity/EntityLivingBase::lastDamage | net/minecraft/entity/EntityLivingBase::moveStrafing | net/minecraft/entity/EntityLivingBase::moveForward | net/minecraft/entity/EntityLivingBase::randomYawVelocity | net/minecraft/entity/EntityLivingBase::landMovementFactor | net/minecraft/entity/Entity::rotationYaw | net/minecraft/entity/Entity::rotationPitch | net/minecraft/entity/Entity::prevRotationYaw | net/minecraft/entity/Entity::prevRotationPitch | net/minecraft/entity/Entity::yOffset | net/minecraft/entity/Entity::width | net/minecraft/entity/Entity::height | net/minecraft/entity/Entity::prevDistanceWalkedModified | net/minecraft/entity/Entity::distanceWalkedModified | net/minecraft/entity/Entity::distanceWalkedOnStepModified | net/minecraft/entity/Entity::fallDistance | net/minecraft/entity/Entity::ySize | net/minecraft/entity/Entity::stepHeight | net/minecraft/entity/Entity::entityCollisionReduction,com/sk89q/worldedit/forge/ForgePlayer
field,field_70293_c,net/minecraft/entity/item/EntityItem,I,,net/minecraft/entity/item/EntityItem::age | net/minecraft/entity/item/EntityItem::delayBeforeCanPickup | net/minecraft/entity/item/EntityItem::health | net/minecraft/entity/Entity::nextEntityID | net/minecraft/entity/Entity::entityId | net/minecraft/entity/Entity::nextStepDistance | net/minecraft/entity/Entity::ticksExisted | net/minecraft/entity/Entity::fire | net/minecraft/entity/Entity::hurtResistantTime | net/minecraft/entity/Entity::chunk_added_to_section_index | net/minecraft/entity/Entity::last_chunk_saved_to_entity_list_index | net/minecraft/entity/Entity::last_chunk_loaded_from_entity_list_index | net/minecraft/entity/Entity::timeUntilPortal | net/minecraft/entity/Entity::ticks_since_portal_teleport | net/minecraft/entity/Entity::portal_destination_dimension_id | net/minecraft/entity/Entity::portalCounter | net/minecraft/entity/Entity::dimension | net/minecraft/entity/Entity::teleportDirection | net/minecraft/entity/Entity::spawn_x | net/minecraft/entity/Entity::spawn_y | net/minecraft/entity/Entity::spawn_z | net/minecraft/entity/Entity::despawn_counter | net/minecraft/entity/Entity::ticks_on_ground | net/minecraft/entity/Entity::seen_by_bat_countdown | net/minecraft/entity/Entity::index_of_last_applicable_world_renderer | net/minecraft/entity/Entity::ticks_since_last_wet | net/minecraft/entity/Entity::raycast_seed_offset,com/sk89q/worldedit/forge/ForgeWorld
